@RELATION iris

@ATTRIBUTE Text STRING
@ATTRIBUTE class {0,1}

@DATA
'ופעות הערב רדודות בעיקר אולי מופע טוב אחד בשבוע השירות מוגבל ומצומצם ונראה כי חוששים מהאורחים כל דבר הניתן לאורח כפוף לפקדון כספי מוכנים להחליף מגבות רק פעם אחת ביממה לא משנה מה' ,0
'זה מתחיל מזה שהצוות בקבלה אינו אדיב ושירותי כמו שהחיוך המצטייר על פניהםמתיימר להיות עיכבו אותנו בקבלת החדר בטענה שחייבים לקחת אותנו כי לא נמצא אותו לבד' ,0
'זה שאנחנו עם תינוק שגילו קטן משנתיים לא ממש הפריע לבסוף הגיע רכב גולף שלקח אותנו בדיוק 50 מטר לחדר החדר די מיושן ואין תחושה של ניקיון' ,0
'לגבי המזון בברים ברחבי המלון והפארק הטיב הניקיון והמגוון ממש לא משקפים מלון שמתיימר להיות הכל כלול מעבר לכך יש איזה להם איזה סיפור עם המגבות שלא תמיד מחליפים בחדר ואם רוצים מגבות לבריכה צריך לבקש מהקבלה בפיקדון של 10 אירו לכל מגבת ומותר להחליף רק פעם ביום' ,0
'ביום הראשון לקבלת החדר חיכינו המון המון זמן  בחלל הציבורי בלובי ובחדרי האוכל אין מזגן' ,0
'המלון מתומחר מאד יקר ולא שווה את זה האוכל סביר ולא יותר לא נחמדים בקבלה דומה למג׳יק סאנרייז באילת רק שהחדרים ברמה נמוכה' ,0
'שירות גרוע חדרים מלוכלכים ומסריחים  אין מה להוסיף פשוט שרות ומקום גרוע' ,0
'המקום לא נקי במיוחד המון נמלים בכל מקום בחדר ישנה הרגשה של חזרה בזמן לשנות ה 80 הכל מיושן ולא מתקדם' ,0
'מאוד רועש האוכל בינוני וממש יקר ביחס לתמורה חשוב להבין שהפארק מים והמתקנים פתוחים לקהל הרחב והמקום המוני ביותר ולא מצדיק את המחיר הגבוה' ,0
'גולת הכותרת של המקום היא 5 מגלשות המים במתחם הבריכה כל אחת ברמת "אתגר" שונה למי שאוהב  ההנאה מובטחת הקרבה לים כייפית יש תחושה של מרחב בחללים המשותפים כולל חדר האוכל והבריכה מגוון האוכל גדול כל הצוות יוצא מגדרו' ,1
'מיקום מדהים  אוכל מצויין  צוות מדהים  מתקנים מחוץ לחדר מושקעים ומהנים' ,1
'החדר ישן מאובזר ברמה בסיסית ומטה  מזגן גרוע מאוד  באמבטיה היה עובש  תחושה מאוד לא נוחה להתקלח ולא היו מוכנים להחליף לנו חדר' ,0
'האוכל מתחת לכל ביקורת פרט לקינוחים ולחלק מהמאכלים שהם יחסית אכילים לא עשוי בחלקויותר מדי תיבול ומבחר מצומצם  הבריכה של המלון קטנה מאוד' ,0
'כל ערב ישנה מוזיקה גבוהה עד השעות הקטנות ואי אפשר לנוח גם בצהריים  שניים מתוך 3 חדרים עם נמלים' ,0
'מארחים מדהימים ארוחת בוקר טובה מיקום מושלם בקיצור מקום מושלם' ,1
'מיטות לא נוחות  חדר ריק ללא כיסא אפילו  מקלחת עלובה ללא לחץ מים עם וילון להפרדה' ,0
'לא אחזור לאותו מקום ולא אמליץ לא זול וללא תמורה למחיר' ,0
'מריה המארחת חיכתה לנו עד שהגענו למרות שהטיסה התעכבה והגענו רק ב2300  בבוקר היא הייתה מאוד אדיבה והסבירה לנו על המפה להיכן כדאי לנסוע ולבקר' ,1
'המקום נקי בעלת הבית מאוד נחמדה ושירותית בבוקר על אף שלא מתחייבים לארוחת בוקר מראש הם מתעקשים להגיש עוגות וקפה יש חניה מרחק הליכה מחוף רחצה נחמד ומסופר ומסעדות מעולות' ,1
'מיקום החדר לא היה נוח לנוהיינו עם הרבה מזוודות והיה קשה להיסחב במדרגות' ,0
'הצוות במלון עוזר ואכפתי   הנוף מדהים והחדרים נקיים' ,1
'מיקום נהדר במרחק הליכה דקות מחוף הים ומרכז הכפר יחס מעולה של הבעלים שיצאו מגדרם לרצות אותנו' ,1
'מקום עם נוף מדהים על העיר חנייה קרובה נקי מסודר מטבחון מאובזר' ,1
'קרוב למרכז העיר דירה גדולה ומרווחת ותנאים טובים ביחס למחיר' ,1
'המקום נקי ומאובזר עד לרמת מכונת קפה בחדר הצוות כל היום מחייך אליך הבריכה כמו פרטית יש סופר קטן עם כל מצרכים הבסיסיים במחירים הוגנים מרחק 7 דקות ברכב ממרכז חרסוניסוס  חוויה מרגיעה לזוגות ולמשפחה' ,1
'מרחבים גדולים מטופחים ונקיים מיקום במרכז האי עם שאטלים שמסיעים ומחזירים למרכז העיר חרשוניסו מיטה נוחה וחדרים מרווחים עם נוף לים ארוחת בוקר מכובדת וטעימה יש מינימרקט שמציע קניות במחירים סבירים' ,1
'הגענו משפחה מורחבת עם קבוצה גדולה של ילדים   כולנו נהננו מאוד ארוחת בוקר וערב טובה נקי מאוד חדרים מרווחים עם מטבח מאובזר   המיקום של המלון מעולה קרוב לכל האטרקציות   הינו עם רכבים זה היה מאוד נוח לצאת לטייל  למרות שיש הסעות מהמלון לעיר  ורוב האטרקציות מציעים הסעה כשביררנו בקבלה  החדרים היו קצת רחוקים מחדר האוכל והקבלה   כדאי לבקש חדרים קרובים  מאוד נחמד מטופח אווירה כפרית' ,1
'הציוד בדירה והמיטות קצת ישנות הכל מלוכלך מאוד ישן  אין מספיק אור בחדרים ובמקום האירוח עצמו' ,0
'קבלת פנים נפלאה בצ׳ק אין ויחס מצויין לאורך כל השהות מהצוות כולו  שירות מהיר יעיל ואדיב במיוחד  ארוחת בוקר עשירה מגוונת וטעימה  הספא נקי ומזמין ואני באופן אישי קיבלתי טיפול מצויין' ,1
'מיקום פסטורלי על ראש גבעה הצופה לים צמחיה נהדרת ומרחבים דירה מאובזרת לגמרי ובנוסף שרות החלפת מגבות ומצעים יומיומי כמו במלון' ,1
'חייבים רכב  האינרנט בחדרים חלש  הכריות שינה קשות מאד' ,0
'המיקום על ההר אוויר מצויין  ארוחות בוקר וערב מעולות עם מגוון מצויין  השירות במסעדות ובקפיטריה מעולה  הזמנת שתיה בארוחה במחיר מאד סביר  החדרים נקיים וכוללים מטבח מאובזר' ,1
'מלון מושלם המלון נקי ברמה יוצאת דופן  המיטות היו חדשות ונוחות מאוד החדרים ענקיים ונוחים  אמבטיות חדשות וכייפיות  מטבח מאובזר כולל מדיח השירות היה פשוט נעים ומעולה המסעדה היתה מצויינת אוכל מגוון מחירים הוגנים לילדים   היה פשוט נ פ ל א  מומלץ מאוד' ,1
'כל דירה כללה גם מטבח מצויד למשעי המעוניינים לחסוך או אוהבים לבשל יוכלו להכין שם את כל ארוחותיהם בקלות פינת אוכל מרפסת גדולה עם נוף נהדר להרים ולים וחדר רחצה מרווח ונעים העיצוב מודרני אבל לא מדי ובסך הכול סימפטי מאד הניקיון מושלם המיטות נוחות' ,1
'רוחת הבוקר מגוונת ומוצלחת והצוות כולו מסביר פנים ויעיל   כל זה נמצא בגבעות המשקיפות על חרסוניסוס במרחק נסיעה קצרצרה מהעיר עם אוויר ונוף מוצלחים פי כמה מאלה של המלונות שעל החוף' ,1
'מקום נהדר שקט ונקי ויפיפה   צוות כל כך נחמד הספא מושלם  מומלץ בחום' ,1
'קודם כל האוכל זוועתי מי שמגיע למלון מומלץ ללא ארוחות בכלל ישבנו פעם אחת לארוחת ערב לא אכלנו כלום ונעקצנו בשישים ושמונה יורו   הדבר השני שלא אהבנו בכלל הוא הנודניקיות של הצוותים במלון בעיקר של נשות המכירות שיושבות בקבלה וצוות הספא' ,0
'אהבנו את החדרים שהיו מאובזרים בצורה טובה מאוד את נקיון החדרים שהתבצע כל יום בצורה טובה ואת המיקום והנוף' ,1
'חדר מעוצב יפה טנקי שלנו פנה לנוף הרים  במקום שקט מאוד כיף לטייל באתר הנופש אפילו שילוט שלמיני הצמחים מצאנו נענע באחד השבילים יש הסעות חינם לעיר חרסוניסוס וחזרה' ,1
'אינטרנט אלחוטי חלש מאד קבלה רחוקה מאד מהחדרים כנל חדר אוכל' ,0
'מקום נעים מאד חדרים מרווחים וגדולים פעילויות חמודות לילדים במלון כל מה שצריך נסיעה קצרה משדה התעופה' ,1
'הבעיה  הגקוזי והבריכה שהובטחו באתר לא פועלים חצר הצימר מוזנחת המחיר לא כולל מע"מ' ,0
'הבעיה  הגקוזי והבריכה שהובטחו באתר לא פועלים חצר הצימר מוזנחת המחיר לא כולל מע"מ' ,0
'' ,0
'הגישה לחדר אינה נוחה חשוכה ולא מאפשרת גישה לנכים' ,0
'כמעט ואין פרטיות אם הייתי מגיע רק עם בת זוג וביחידה המחוברת יש דלת משותפת והגינה והגקוזי משותפים  היתה משפחה עם ילדים קטנים כמו שלי הייתי מאוד מתבאס הרגשתי לא נוח באיזשהו מקום ואפילו התנצלתי מראש על הרעש בפני הזוג השכן אין אמבטיה בחדר אין מכונת קפה וצנצנת הקפה נמס היתה ריקה זה נשמע קטנוני אבל כשאתה קם מוקדם בבוקר בגלל הילדים וכל מה שאתה רוצה זה כוס קפה אז מאוד מעצבן לגלות שבעלי המקום שכחו למלא מבעוד מועד מאוד עלובים ביחס לצימרים אחרים באזור וברמת המחיר הזו' ,0
'מחיר מטורף ביחס לתמורה לא שווה' ,0
'מטבחון צפוף שלא מאפשר הרבה מעבר לחמום במיקרוגל והכנת כוס קפה מאוד מוזנח' ,0
'אין נגישות אין בידוד מספיק בין שני הצימריםקירות שלא מבודדים רעש קמנו ב6 בבוקר בעקבות כל שעון מעורר של כל חדר בבניין' ,0
'רק את התקרה הנמוכה בחלקים מכל חדר  זה הכל  לפעמים היה קצת קר מידי מהמיזוג אבל זהו' ,0
'אין טלויזיה בחדר אין חלון אין ארוחת בוקר' ,0
'יש עכברים במקום יחס מזעזע מהמארחים' ,0
'המלון מחליט שהוא לוקח "עמלת המרה" מדולרים לשקלים הזמנתי חדר עם חלון  לא קיבלתי מיטה זוגית שהזמנתי גם לא הייתה במקום זה חיכו לי 2 מיטות יחיד ובשיא חוצפתו אמר לי המארח לחבר אותן מיזוג אויר בחדר לא ניתן לשליטה חור בקיר שמוציא קור בלי הפסקה אין ארון לתלייה בחדר שומעים בחדר כל צעד  מהמסדרון וגם יותר מצעד שירותי הגברים היו סגורים לילה שלם' ,0
'יחס מתחת לכל ביקורת ואפילו בשעת הצק אאוט לא היה אף אחד בקבלה' ,0
'חדר ללא אפשרות נעילה מקלחת עם סתימה ביוב מזגן לא עבד' ,0
'דברים שטעונים שיפור אבל בהחלט היו סבירים ביחס למחיר הזול המצעים היו קרועים היו חורים וזה נתן תחושה לא נעימה המזגן שהוא מרכזי לכל החדרים היה עם פתח בחדר חור ואי אפשר היה לשלוט במידת הקור בחדר אז היה ממש קר כל החדרים בקומה העליונה הם בנויים על רצפה אחת בלי בידוד בין החדרים אז כל צעד וכל שיחה במסדרון ובתוך כל אחד החדרים הורגשה בצורה קיצונית והיה רועש מדיי היה מאתגר גם עם אטמים' ,0
'צוות מאוד נחמד ידידותי ומסביר פנים' ,1
'נכנסנו למלון והייתה באמת אווירה טובה  הקליטה הייתה מהירה ובאמת שיחס יפה נכנסנו לחדר  נידהמנו לגלות שהוא גדול  ובמחיר שהוא מאוד שווה  לקבל חדר עם בעצם 2 חדרים לזוג ממש נעים ונחמד' ,1
'מחיר מבצע משתלם ארוחת בוקר  סבירה בריכה טובה חדר טוב צוות טוב מיקום מצוין למי שמבקר במצפה התת ימי  בריף הדולפינים או בחוף אלמוג קרוב לשלוש מסעדות דגים' ,1
'תמורה טובה למחיר' ,1
'אירוח אדיב  ארוחת בוקר טובה תמורה מלאה למחיר' ,1
'חדרים מרווחים ונקיים' ,1
'צוות מאוד נחמד ידידותי ומסביר פנים' ,1
'נקיון בחדר ומיזוג האויר דורשים שיפור' ,0
'לא מפעילים מזגן חם בחדר בעיקר בלילה' ,0
'המזגן לא פועל בעונה שהיינו בה מרץ  למרות שהיו למעלה מ30 מעלות' ,0
'היה חם הם לא מפעילים מיזוג' ,0
'חדר המקורי שקיבלנו היה ממש לא ראוי דלת שבורה מים חומים באמבטיה שולחן שבור מקרר שבור עד שלא התעצבנתי בקבלה לא עלה על דעתם שארבע פניות הן סיבה ראויה מספיק להחליף חדר' ,0
'יש במקום בעיה מאוג גדולה עם חתולים' ,0
'ניקיון החדר כניסת עובדי הניקיון לזרז יציאתנו בשעה מוקדמת' ,0
'ניקיון ותחזוקה נוראיים' ,0
'צוות רועש וצעקני בשעות הכי לא מתאימות בין 2 ל 4' ,0
'ניקיון ותחזוקה מתחת לכל ביקורת' ,0
'היו נזילות בחדר מהגשם  מקרה חריג לגמרי' ,0
'' ,0
'המקום מיושן יחסית מזגן לא מקרר בעונה זו הפריזר הפשיר ודלף התריסים לא ננעלים' ,0
'אין מספיק חניה' ,0
'רמת אחזקת החדרים איבזור דל מחסור בחניה במגרש' ,0
'חתולים מסתובבים ברחבי המלון בחוץ מלא חתולים' ,0
'הודעו לנו שתהיה הפסקת מים וחשמל מתשע עד שלוש וזאת פשלה שלהם שלא התארגנו עם מים חמים לקפה לא מקלחות לא חשמל מגיע לנו פיצוי על עוגמת הנפש הזאת וזה מה שקילקל בסוף את החופשה' ,0
'ארוחת הבוקר רעה כל המקום מזכיר קצת חדר אוכל צבאי וגם חלק מהאוכל' ,0
'העובדה שפינת הקורנפלקס והקפה יושבת בדיוק על פתח היציאה למרפסת החיצונית די מטרידה והופכת את חוויית היציאה ללא נעימה "סליחה" "סליחה רגע" וכו' ,0
'נחמד מאוד צוות אדיב' ,1
'רמת ניקיון ירודה אין ערכת קפה  בחדר לפתוח את הבוקר עם משהו לשתות' ,0
'הייתה בעיה במים חמים לרחצה בשעות הבוקר החדר היה מוכן סמוך לשעה 1600 שעה מאוחרת מידי' ,0
'חדר מיושן שטיחים לא נקיים ריהוט מתפרק' ,0
'צריך לחדש קצת את הריהוט הוא מאוד מיושן' ,0
'מגרש משחקים לילדים עלוב ביותר לא היה הופעות והפעלות לילדים' ,0
'הניקיון במקלחת לא משהו צריך לנקות הצטברות לכלוך בחלון האמבטיה באקונומיקה וכך גם באיזור הפנלים' ,0
'מתקנים מיושנים לרבות החדר' ,0
'מצב התחזוקה בחדר לא משהו' ,0
'מועדון הילדים היה נעים אבל לא נוח בשעות ולא היה שיתוף פעולה של הצוות' ,0
'מספר פעמים התקלחנו ללא מים חמים' ,0
'האוכל זוועה' ,0
'ירקות לא טריים בבוקר' ,0
'הבריכה הייתה קפואה…  הילדים לא נכנסו…  וגם במשחקיה של הילדים לא היה פתוח כמו שרשום בדף שקיבלנו  לא עשו איתם את היצירות שכתבו שיהיה  וגם היה אמור להיות כל יום ב 1400 הפעלה של צוות הבידור בבריכה ולא היה אף יום  היינו מיום שני עד שבת  וזה מאוד אכזב אותנו ואת הילדים  כי עם כל הכבוד של השקט והפרטיות ונקי גם היה צריך לעמוד בלוח זמנים שחילקו לאורחים של ההפעלות' ,0
'מארחת בכניסה לא חביבה ולא נעימה כלל' ,0
'פקיד קבלה מאוד איטי הגענו ב 12 בלילה  עם ילדים ולקח לו כחצי שעה למצוא את ההזמנה ולתת לנו מפתח לחדר' ,0
'קצת רחוק לא היו לי מים חמים יומיים' ,0
'צריך להשקיע קצת יותר בתחזוקה' ,0
'ארוחת הבוקר משעממת חוזרת על עצמה ויקרה מאוד ביחס לתמורה   חדר האירוח בחדר מרוהט בספפה ספת נוער ישנה  מוכתמת וממש לא נוחה לישיבה סלונית' ,0
'השקט נעים והמיקום נוח אם הגעת עם רכב ללא רכב די מרוחק ממרכז הבילויים' ,0
'חסר ספא גקוזי או סאונה  אין משהו לעשות למבוגרים' ,0
'בריכה לא מחוממת אין חדר כושר אין אופציות בילוי כמו טיולים וכו' ,0
'טלוויזיה באיכות גרועה' ,0
'אין בריכה מחוממת' ,0
'צריך להשקיע יותר בתחזוקה המקום די מוזנח' ,0
'בריכה לא מחוממת אין חדר כושר אין אופציות בילוי כמו טיולים וכו' ,0
'טלוויזיה באיכות גרועה' ,0
'המיזוג בחדרים היה מאד חלש' ,0
'ארוחת בוקר גרועהלא היו מים חמים במקלחת לא מרגישים את הצוות חדר האוכל קטן מאוד ורועש' ,0
'היו מדרגות ומזל שהקטנה יכולה לעלות עצמאית אחרת אי אפשר להתנהל עם עגלה מדרגות גבוהות' ,0
'הדוש באמבטיה שבור ולא ניתן לכוון את הזרם' ,0
'אין מספיק חניה' ,0
'חדר האוכל היה מאוד צפוף ביום הראשון' ,0
'היו חתולים שמאד הפריעו' ,0
'חתולים חתולים חתולים נכנסו לחדרים אכלו מהאוכל שלנו ישבו על מיטת הילדה זה הפריע מאד מאד ולא יכלנו לפתוח את החלונות או להשאיר דלת פתוח לשנייה' ,0
'חבל שמועדון הילדים נפתח בשעה מאוחרת הילדים מתעוררים מוקדם כדאי שיהיה פתוח מ 8 בבוקר' ,0
'מבנים ישנים ברמת תחזוקה נמוכה' ,0
'בצקאין לא סידרו לנו את המיטה והמצעים' ,0
'לא ניקו את החדר ביום שישי מסתבר שצריך במיוחד לבקש אם רוצים' ,0
'המצעים לא היו נקיים' ,0
'לא ניקו את החדר כל יום' ,0
'לא היה חימום בחדר ומרחק הליכה מהרכב לחדר ארוך' ,0
'הנקיון השוטף הוא טוב אבל יש פה ושם כתמי ליכלוך וותיקים  שצורמים מאוד לעין' ,0
'יש מקום לשיפור ברמת הניקיון ובאוכל המוגש בארוחת הבוקר' ,0
'אין וואי פי בחדרים מתקנים מיושנים חדר שזקוק לשיפוץ' ,0
'החדר היה קצת מלוכלך' ,0
'החדרים מאוד קטנים יש ריח לא טוב צריך לאוורר צוות חדר האוכל לא היה מסביר פנים כל כך' ,0
'מתקנים ישנים' ,0
'ארוחת בוקר לא משהו' ,0
'ארוחת בוקר סבירה צוות נעים חדר גדול שטחים בחוץ גדולים מגרשי טניס וכדור סל' ,1
'אין טריות היו שיערות בירקות' ,0
'המקום מאוד ישן החדר נראה לא טוב המקרר שלנו הסריח כל השהות המון תקלות' ,0
'יש מקום לשיפור ברמת הניקיון ובאוכל המוגש בארוחת הבוקר' ,0
'אין וואי פי בחדרים מתקנים מיושנים חדר שזקוק לשיפוץ' ,0
'החדר היה קצת מלוכלך' ,0
'אין תקשורת אינטרנטית וויפי בחדרים ובשטח המלון' ,0
'החדרים מאוד קטנים יש ריח לא טוב צריך לאוורר צוות חדר האוכל לא היה מסביר פנים כל כך' ,0
'מתקנים ישנים' ,0
'ארוחת בוקר לא משהו' ,0
'המקום מאוד ישן  החדר נראה לא טוב המקרר שלנו הסריח כל השהות המון תקלות' ,0
'ניקיון גרוע ריח לא נעים בחדרי אמבטיה שירותים' ,0
'השירות בקבלה לא טוב רצוי להביא  ולייעל את עובדי הדפלק' ,0
'רצוי קצת לשדרג את ארוחת הבוקר היא מנימלסטית ומאוד בסיסית' ,0
'לא היתה מספיק חניה במקום יחס מזעזע' ,0
'היה ריח לא נעים בחדר שלא קשור לניקיון אולי טחב או עובש שלא נראה לעין הריח לא עבר כל השהות שלנו במלון למרות שדאגנו לאוורר את החדר ספה בסלון ישנה וקרועה יש צורך להחליפה' ,0
'שירות חדרים לא בכל יום מקום מלוכלך' ,0
'הבריכה קרה האמבטיה בחדר היתה מלוכלכת מאוד לא ניקו את החדר בזמן השהות שלנו למרות שביקשנו החדר משחקים היה מלוכלך ולא היו הרבה אפשריות לילדים לשחק' ,0
'החדרים צריכים מעט תחזוקה קצת מוזנחים' ,0
'באופן כללי המלון גרוע הוא קצת מיושן' ,0
'הניקיון בחדרים דורש שיפור אין מספיק חניה במתחם המלון צריך לחנות בחנית חול ממול המלון וזה לא נח' ,0
'אין ייעוץ לגבי אטרקציות נקיון החדר טעון שיפור צוות בידור חלש ביותר גם לילדים וגם למבוגרים' ,0
'הפעם צוות קבלה היה מאוד  אגרסיבי ולא היו תשובות נעימות כמו בהזמנה בקשנו חדרים  ולפניה הגעה למלון דיברתי אם צוות שביקשנו והפקידה אמרה בחוצפה שלא כול דבר שמבקשים מקבלים מנהל ביטחון חוצפן ברמות שאין כאלה  בושה  למלון' ,0
'הניקיון טעון שיפור' ,0
'המזגן היה מקולקל כשקיבלנו את החדר היה ראויי לבדוק לפני שקיבלנו את החדר' ,0
'חדרים לא נקיים  לא הוחלפו מצעים כמצופה רמת ניקיון לא גבוהה' ,0
'חוסר נקיון עליה לחדר רק במדרגות ציוד מיושן בחדר מיטה לא נוחה' ,0
'צפוף בחדרים בריכה קטנה אין טלויזיה בכל חדר' ,0
'חסר תעסוקה לילדים צוות בידור ביום ובערב כמו כן צריך לשפר את החדרים הייתי רוצה שנציג בוקינג יתקשר אלי תודה' ,0
'הבריכה קצת קטנה ולא מאוד נקייה  אחוז הכלור כנראה גבוה וזה השפיע והיה רע מאוד על רגישות הילדים שלנו' ,0
'הטעם של האוכל  חביתה לא טעימה  שקשוקה יבשה  אין מבחר גדול  קינוחים בקושי' ,0
'שאריות פיצוחים במגירות ריח מטהר אוויר חזק מידי בחדר לא נקי' ,0
'עשו לנו כאבי גב מזרונים לא נוחים בכלל  רכים מידי' ,0
'תחזוקת החדרים לוקה בחסר' ,0
'ודבר שני צריך להדגיש על הדברה מצאנו עקרב בחדר בקומת הקרקע וזה היה מזעזע' ,0
'מקום ישן דלתות קשות לפתיחה' ,0
'הספה בפינת ישיבה מאוד מלוכלכת והקירות מזמן לא ראו צבע' ,0
'בקבלה היה בחור גבוה ולא סימפטי ועד שלא הגענו למנהל לא קיבלנו את החדרים שהיו אמורים לקבל בקומה למטה רצו לתת לנו חדרים אחרים ממה שהזמנו מעצבן ממש' ,0
'מזגנים בחדר חלשים וארוחת בוקר גרועה' ,0
'ניקיון החדרים נמלים במקלחת והריצפה מאובקת תחזוקת חדרים חורים מסביב למסגרות הדלתות קרעים במזרונים היחידים אין תאורה במעברים' ,0
'רמת הניקיון גרועה מקלחות ישנות' ,0
'חדר מיושן  טעון שיפור' ,0
'אין מספיק מקום חנייה בתחומי המלון' ,0
'הכריות לא נוחות כאשר אתה מניח את הראש אתה שוקע' ,0
'בנוסף המקום לא בטיחותי עבור ילדים קטנים הרבה מקומות בגובה ויש מאוד להזהר על הקטנים שם' ,0
'שירות לאורח  ביקשנו מיטה נוספת עליה שילמנו לא הביאו לנו אותה למרות בקשות חוזרות ונשנות מהקבלה' ,0
'החדרים מאוד ישנים ודורשים שיפוץ משמעותי' ,0
'החדרים מאוד בסיסיים גדולים אמנם אבל ישנים מאוד' ,0
'קבלה דרוש כוח אדם צעיר יותר פשוט איש הקבלה לקח את הזמן והיה אדיש יותר מידי' ,0
'' ,0
'רחוק מהעיר אם מגיעים בלי רכב קצת בעייתי לצאת בשעות הערב' ,0
'אפשרות לקיים מנגלים פשוט לא נעימה  כל העשן והריח מנעו מאיתנו להשתמש במרפסת' ,0
'החניה זוועה מתחת לכל ביקורת חבל זה מקלקל התחזוקה של המנגלים לא טובה ואין מספיק מנהלים טעון שיפור דחוף גם אין תאורה מספקת בחצר' ,0
'מדובר במלון ישן ולא מפנק כמו מלונות 5 כוכבים אבל חופשה משפחתית זולה' ,0
'כשנכנסנו לחדר לא נקי כל כך' ,0
'חניה מאד בעייתית  אין מקום בפנים ואין חניון קרוב בחוץ מסתכנים בחניה באדום לבן' ,0
'ארוחת בוקר בסדר לא יותר וממש לא משתלמת במחיר שלה' ,0
'בחול המועד פסח אין טעם להגיע היות ואין בארוחת הבוקר לחם המצות שהוגשו היו יבשות ואין תחליפי לחם כגון לחמניות כשרות וכדומה' ,0
'בערבים על האש ממש מתחת לחדר שלכם או ממולו אז אתם תהנו אם לא תסבלו בשקט את ריח העשן והבשר הניצלה כמובן שהדבר כולל קריוקי מרעיש ששוב נשאלת השאלה האם אתם רוצים לשמוע את השכנים שלכם מזייפים בשתיים עשרה בלילה' ,0
'העיצוב מיושן מאוד המלון ישן וזקוק לשיפוץ מסיבי' ,0
'איכות החדרים לא משהו ארוחת בוקר טעונה שיפור' ,0
'האוכל לא טוב השירותים בחדר היה צריך דוקטורט בשביל לדעת איך להוריד את המים הרעש בלובי המון פרסומות של רשמת מלונות פטאל רעש של צעקות של משפחות לתוך החדר' ,0
'מדרגות תלולות מאוד שלא מתאימות לאירוח ילדים קטנים הרבה משפחות שעושות על האש ומוזיקה רועשת עד אמצע הלילה מזרנים מאוד לא נוחים' ,0
'הלובי והחדרים נראים מיושנים  איזור הבריכה צריך יותר איזורים מוצלים  בערב הלובי נראה ריק' ,0
'קפה בארוחת הבוקרמיטות לא נוחות במיוחד וקטנות' ,0
'ארוחת הבוקר מאד דלה אין מגוון הילדים אכלו שלושה ימים פנקיק' ,0
'מגבות על הפנים המקלחתאמבטיה טעונה שיפור דלת מרפסת שלא ניתן לנעול סך הכל מלון לא ברמה הכי גבוהה ויש דפקטים בחדרים' ,0
'מצב המגבות ממש גרוע ומביך הניקיון סביר' ,0
'קצת רחוק מהמרכז אבל הרבה מה לעשות במלון אין הרבה אפשרויות' ,0
'ניקיון החדרים גרוע ביותר עד רמת סירחון' ,0
'תחזוקת החדרים גרועה ביותר' ,0
'רצפה לא נקיה בחדרים וגם צריך שיפוץ בתוך החדרים  כל הרהיטים נראים ישנים ומתבח ישן ריח לא טוב בחדרים' ,0
'המלון מכוון לאירוח משפחות עם הרבה ילדים תתכוננו ללילה לא שקט' ,0
'התשתיות בחדר מיושנות  צריך לזכור להדליק דוד החליפו לנו במהירות רבה מקרר וקומקום שלא היו תקינים' ,0
'לכלוך החל מחדר האמבטיה חדר מצעים לשינה רצפה ובכיור המטונף בחדר האוכל יקר יחסית לתמורה' ,0
'אין מזגו בחדר זה היה ממש לא בסדר שלא אומרים את זה הייתי זקוק לרופא ולעירוי ובמקום לקבל חובש או רופא התנערו ממני מאחריות ונעלצתי לשלם לרופא פרטי 250 שקל שהתקשרתי להתלונן על המזגן ניתקו לי את הטלפון בפנים פעמיים שאמרו לי שמעבירים אותי למנהל ניתקו לי בסופו של דבר אמרו לי שיביאו לי מאוורר וזה לא קרה שיקרו לי צריכים להגיד לאנשים שבחורף אין מזגן אני בטוח שאני לא היחיד שהתלונן' ,0
'צוות קבלה לא אדיב ולא שירותי הרבה תקלות תחזוקה בחדרים' ,0
'התאכזבנו ממיקום המלון כיוון שהגענו למטרות צלילה וקלאב אין קרוב יותר לאתרי הצלילה שלנו חוויה לא נעימה' ,0
'אורחים מעשנים בקבלה כל האזור מסריח הערנו לצוות הבטחון אך הם לא התייחסו וכלל לא נגשו למעשנים התשובה הייתה שזה בטיפול אך לא טופל פחדו לבקש מהמעשנים להפסיק לעשן' ,0
'לא אהבתי שהם אירחו את הליכודיאנה היה הרבה בלגן אנשים שנכחו במקום ממש גועל נפש במיוחד בחדר אוכל' ,0
'עוד לא עבר עליי לראות גועל נפש כזה' ,0
'אך לא הוזכר שיש אירוע הומה אדם של הליכוד המבואה הייתה עמוסה ורעש מטורף מפריע לא ניתן היה לשבת רגע במבואות המלון להמתין להסעה של התחרות בשקט' ,0
'חדר ההורים מעט צפוף והמיטה יכולה להיות קצרה לאנשים גבוהים לא ניתן היה לווסת את החימום היה קר וערכת הקפה הגיעה כמה שעות לאחר הגעתנו לחדר' ,0
'הייתה בעיית איסטלציה בחדר שבו התאכסנו 117 אם אני זוכר נכון היה ריח ביוב חזק מסריח ונזילה במקלחת בריח נוראי שהמקלחת הייתה רטובה תמיד' ,0
'המיטות לא נוחות  כזוג ישנו על הספה הנפתחת בסלון כי היתה הכי נוחה ארוחת הבוקר לא טעימה' ,0
'מדובר באכסנייה משודרגת ולא מלון וותרו על ארוחת הבוקר היא נוראית' ,0
'ארוחת בוקר בסיסית ביותר ומתאימה יותר לפנימיה מאשר לבית מלון' ,0
'‏אין חימום בחדר' ,0
